Department,Firstname,Lastname,Username,Email,Course,Lesson,Lesson Viewed,Lesson Completed,Mastery,BestAttempt,AttemptDate,AttemptCount
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145108,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PPL-500-01,YES,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144227,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147295,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146807,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00145370,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147309,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PPL-500-01,YES,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146610,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00146865,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PPL-500-01,YES,YES,100,100,10/24/2017 12:28:29 PM,3
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PPL-501-01,YES,YES,100,100,10/24/2017 12:22:53 PM,2
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PPL-502-01,YES,YES,100,100,10/24/2017 12:19:29 PM,3
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-305-01,YES,YES,100,100,10/24/2017 12:15:13 PM,3
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-306-01,YES,YES,100,100,10/24/2017 12:09:04 PM,1
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00148056,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00129454,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00144279,cc,2017Y01SC01,PSY-761-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PPL-500-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PPL-501-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PPL-502-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-305-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-306-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-307-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-314-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-700-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-710-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-720-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-721-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-730-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-740-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-741-01,NO,NO,100,,,
2017 Year 1,aa,bb,X00147055,cc,2017Y01SC01,PSY-760-01,NO,NO,100,,,
